"252 кабінет. Первинна черга. 
Список тих хто обіцяв бути присутнім на основі записів в Telegram Bot."
Попередній прийом:,,24.10.2025 (08:30 - 14:00),,,Поточний прийом:,,27.10.2025 (13:00 - 15:30)
№,"ID
(номер первинної черги)",Статус,Примітки,,№,Примітки,"ID
(номер первинної черги)",Статус,"Записаний
в TODO ?",,Перевірка,Примітки,"ID
(номер первинної черги)"
1,3311,Зайшов,,,1,,3548,Обіцяв бути,---,,Відсутній,п.8,3709
2,3520,Зайшов,,,2,,3592,Обіцяв бути,---,,Відсутній,п.8,3711
3,3550,Зайшов,,,3,Остання спроба,3654,Обіцяв бути,---,,Відсутній,п.8,3712
4,3611,Зайшов,,,4,,3691,Обіцяв бути,---,,Відсутній,п.8,3714
5,3617,Зайшов,,,5,Остання спроба,3694,Обіцяв бути,---,,Відсутній,п.8,3716
6,3656,Не з'явився,В кінець черги,,6,Остання спроба,3709,Обіцяв бути,---,,Попередній 19,п.8,3719
7,3659,Не з'явився,В кінець черги,,7,,3710,Обіцяв бути,---,,Відсутній,п.8,3724
8,3660,Не з'явився,В кінець черги,,8,Остання спроба,3711,Обіцяв бути,---,,Попередній 20,п.8,3727
9,3669,Не з'явився,В кінець черги,,9,Остання спроба,3712,Обіцяв бути,---,,Попередній 21,п.8,3744
10,3671,Не з'явився,В кінець черги,,10,Остання спроба,3714,Обіцяв бути,---,,Попередній 22,п.8,3756
11,3672,Не з'явився,В кінець черги,,11,,3715,Обіцяв бути,---,,Відсутній,,3762
12,3678,Не з'явився,В кінець черги,,12,Остання спроба,3716,Обіцяв бути,---,,Попередній 23,,3763
13,3689,Не з'явився,В кінець черги,,13,Остання спроба,3719,Обіцяв бути,---,,Попередній 24,,3765
14,3692,Не з'явився,В кінець черги,,14,Остання спроба,3727,Обіцяв бути,---,,Попередній 26,,3769
15,3695,Не з'явився,В кінець черги,,15,Остання спроба,3744,Обіцяв бути,---,,Попередній 27,,3770
16,3696,Не з'явився,В кінець черги,,16,,3754,Обіцяв бути,---,,Відсутній,,3772
17,3701,Не з'явився,В кінець черги,,17,,3762,Обіцяв бути,---,,Попередній 31,,3776
18,3704,Не з'явився,В кінець черги,,18,,3763,Обіцяв бути,---,,Попередній 32,,3785
19,3709,Не з'явився,п.8,,19,,3765,Обіцяв бути,---,,Попередній 33,,3791
20,3711,Не з'явився,п.8,,20,,3769,Обіцяв бути,---,,Попередній 34,,3792
21,3712,Не з'явився,п.8,,21,,3770,Обіцяв бути,---,,Попередній 35,,3794
22,3714,Не з'явився,п.8,,22,,3772,Обіцяв бути,---,,Попередній 36,,3795
23,3716,Не з'явився,п.8,,23,,3776,Обіцяв бути,---,,Попередній 37,,3819
24,3719,Не з'явився,п.8,,24,,3777,Обіцяв бути,---,,Відсутній,,3820
25,3724,Не з'явився,п.8,,25,,3785,Обіцяв бути,---,,Попередній 38,,3823
26,3727,Не з'явився,п.8,,26,,3791,Обіцяв бути,---,,Попередній 39,,3834
27,3744,Не з'явився,п.8,,27,,3792,Обіцяв бути,---,,Попередній 40,,3838
28,3745,Зайшов,,,28,,3794,Обіцяв бути,---,,Попередній 41,,3840
29,3756,Не з'явився,п.8,,29,,3795,Обіцяв бути,---,,Попередній 42,,3841
30,3761,Зайшов,,,30,,3810,Обіцяв бути,---,,Відсутній,,3843
31,3762,Не зайшов,,,31,,3813,Обіцяв бути,---,,Відсутній,,3849
32,3763,Не зайшов,,,32,,3819,Обіцяв бути,---,,Попередній 43,,3850
33,3765,Не зайшов,,,33,,3820,Обіцяв бути,---,,Попередній 44,,3851
34,3769,Не зайшов,,,34,,3823,Обіцяв бути,---,,Попередній 45,,3856
35,3770,Не зайшов,,,35,,3834,Обіцяв бути,---,,Попередній 46,,3857
36,3772,Не зайшов,,,36,,3838,Обіцяв бути,---,,Попередній 48,,3858
37,3776,Не зайшов,,,37,,3840,Обіцяв бути,---,,Попередній 49,,3859
38,3785,Не зайшов,,,38,,3841,Обіцяв бути,---,,Попередній 50,,3871
39,3791,Не зайшов,,,39,,3843,Обіцяв бути,---,,Попередній 51,,3873
40,3792,Не зайшов,,,40,,3849,Обіцяв бути,---,,Попередній 52,,3879
41,3794,Не зайшов,,,41,,3850,Обіцяв бути,---,,Попередній 53,,3898
42,3795,Не зайшов,,,42,,3851,Обіцяв бути,---,,Попередній 54,,3908
43,3819,Не зайшов,,,43,,3856,Обіцяв бути,---,,Попередній 55,,3910
44,3820,Не зайшов,,,44,,3857,Обіцяв бути,---,,Попередній 56,,3918
