"252 кабінет. Первинна черга на завтра. 
Список тих хто був записаний через Telegram Bot на вказану дату. Всі записи на наступні дні - на наступному аркуші (TODO)"
Попередній прийом:,,02.01.2026 (09:00 - 14:00),,,Поточний прийом:,,05.01.2026 (09:00 - 14:00)
17,4960,Не зайшов,,,17,Остання спроба,4908,Обіцяв бути,---,,Попередній 9,Остання спроба,4908,11.02.2026
18,4963,Не зайшов,,,18,Остання спроба,4915,Обіцяв бути,---,,Попередній 10,Остання спроба,4915,11.02.2026
19,4965,Не зайшов,,,19,Остання спроба,4933,Обіцяв бути,---,,Попередній 11,Остання спроба,4933,12.02.2026
20,4966,Не зайшов,,,20,Остання спроба,4935,Обіцяв бути,---,,Попередній 12,Остання спроба,4935,12.02.2026
21,4968,Не зайшов,,,21,Остання спроба,4950,Обіцяв бути,---,,Попередній 14,Остання спроба,4942,12.02.2026
22,4970,Не зайшов,,,22,,4960,Обіцяв бути,---,05.01.2026,Попередній 17,Остання спроба,4950,13.02.2026
23,4971,Не зайшов,,,23,,4963,Обіцяв бути,---,05.01.2026,Попередній 18,,4960,13.02.2026
24,4973,Не зайшов,,,24,,4965,Обіцяв бути,---,05.01.2026,Попередній 19,,4963,13.02.2026
25,4976,Не зайшов,,,25,,4966,Обіцяв бути,---,05.01.2026,Попередній 20,,4965,13.02.2026
26,4978,Не зайшов,,,26,,4968,Обіцяв бути,---,05.01.2026,Попередній 21,,4966,13.02.2026
27,4981,Не зайшов,,,27,,4970,Обіцяв бути,---,05.01.2026,Попередній 22,,4968,13.02.2026
28,4982,Не зайшов,,,28,,4973,Обіцяв бути,---,05.01.2026,Попередній 24,,4970,16.02.2026
29,4983,Не зайшов,,,29,,4976,Обіцяв бути,---,05.01.2026,Попередній 25,,4971,16.02.2026
30,4989,Не зайшов,,,30,,4978,Обіцяв бути,---,05.01.2026,Попередній 26,,4973,16.02.2026
31,4997,Не зайшов,,,31,,4981,Обіцяв бути,---,06.01.2026,Попередній 27,,4976,16.02.2026
32,4999,Не зайшов,,,32,,4982,Обіцяв бути,---,06.01.2026,Попередній 28,,4978,16.02.2026
33,5001,Не зайшов,,,33,,4983,Обіцяв бути,---,06.01.2026,Попередній 29,,4981,16.02.2026
34,5003,Не зайшов,,,34,,4989,Обіцяв бути,---,06.01.2026,Попередній 30,,4982,17.02.2026
35,5004,Не зайшов,,,35,,4997,Обіцяв бути,---,06.01.2026,Попередній 31,,4983,17.02.2026
36,5009,Не зайшов,,,36,,4999,Обіцяв бути,---,06.01.2026,Попередній 32,,4989,17.02.2026
37,5010,Не зайшов,,,37,,5001,Обіцяв бути,---,06.01.2026,Попередній 33,,4997,17.02.2026
38,5015,Зайшов (за живою чергою),,,38,,5003,Обіцяв бути,---,06.01.2026,Попередній 34,,4999,17.02.2026
39,5020,Не зайшов,,,39,,5004,Обіцяв бути,---,06.01.2026,Попередній 35,,5001,17.02.2026
40,5029,Не зайшов,,,40,,5009,Обіцяв бути,---,07.01.2026,Попередній 36,,5003,18.02.2026
41,5036,Не зайшов,,,41,,5010,Обіцяв бути,---,07.01.2026,Попередній 37,,5004,18.02.2026
42,5039,Не зайшов,,,42,,5020,Обіцяв бути,---,07.01.2026,Попередній 39,,5009,18.02.2026
43,5041,Не зайшов,,,43,,5027,Обіцяв бути,---,07.01.2026,Записаний 29,,5010,19.02.2026
44,5045,Не зайшов,,,44,,5029,Обіцяв бути,---,07.01.2026,Попередній 40,,5020,19.02.2026
45,5055,Зайшов (за живою чергою),,,45,,5036,Обіцяв бути,---,08.01.2026,Попередній 41,,5027,19.02.2026
46,5070,Не зайшов,,,46,,5039,Обіцяв бути,---,08.01.2026,Попередній 42,,5029,19.02.2026
47,5072,Не зайшов,,,47,,5041,Обіцяв бути,---,08.01.2026,Попередній 43,,5036,19.02.2026
48,5094,Не зайшов,,,48,,5045,Обіцяв бути,---,08.01.2026,Попередній 44,,5039,20.02.2026
49,5303,Не зайшов,,,49,,5070,Обіцяв бути,---,09.01.2026,Попередній 46,,5041,23.02.2026
50,5314,Зайшов (за живою чергою),,,50,,5072,Обіцяв бути,---,09.01.2026,Попередній 47,,5045,23.02.2026
51,5323,Не зайшов,,,51,,5094,Обіцяв бути,---,12.01.2026,Попередній 48,,5070,24.02.2026
52,5434,Не зайшов,,,52,,5303,Обіцяв бути,---,21.01.2026,Попередній 49,,5072,11.03.2026
53,5509,Зайшов (за живою чергою),,,53,,5323,Обіцяв бути,---,22.01.2026,Попередній 51,,5094,12.03.2026
54,5512,Зайшов (за живою чергою),,,54,,5434,Обіцяв бути,---,28.01.2026,Попередній 52,,5303,20.03.2026
55,5546,Не зайшов,,,55,,5546,Обіцяв бути,---,03.02.2026,Попередній 55,,5323,27.03.2026
56,5559,Не зайшов,,,56,,5559,Обіцяв бути,---,04.02.2026,Попередній 56,,5434,30.03.2026
57,5561,Зайшов (за живою чергою),,,57,,5574,Обіцяв бути,---,04.02.2026,Записаний 30,,5546,31.03.2026
58,5579,Зайшов (за живою чергою),,,58,,5588,Обіцяв бути,---,05.02.2026,Попередній 60,,5559,31.03.2026
59,5586,Зайшов (за живою чергою),,,59,,5595,Обіцяв бути,---,05.02.2026,Записаний 31,,5574,01.04.2026
60,5588,Не зайшов,,,60,,5612,Обіцяв бути,---,06.02.2026,Записаний 32,,5588,01.04.2026
61,5590,Зайшов (за живою чергою),,,61,,,,,,,,5595,05.01.2026
62,5608,Відклав візит,,,62,,2006,Обіцяв бути,---,,Відсутній,,5612,05.01.2026
63,5610,Зайшов (за живою чергою),,,63,,2683,Обіцяв бути,---,,Відсутній,,,05.01.2026
64,5611,Зайшов (за живою чергою),,,64,,3045,Обіцяв бути,---,,Відсутній,,,05.01.2026
65,,,,,65,,3145,Обіцяв бути,---,,Відсутній,,,05.01.2026
66,,,,,66,,3166,Обіцяв бути,---,,Відсутній,,,05.01.2026
67,,,,,67,,3172,Обіцяв бути,---,,Відсутній,,,05.01.2026
68,,,,,68,,3293,Обіцяв бути,---,,Відсутній,,,05.01.2026
69,,,,,69,,3301,Обіцяв бути,---,,Відсутній,,,05.01.2026
70,,,,,70,,3330,Обіцяв бути,---,,Відсутній,,,05.01.2026
71,,,,,71,,3363,Обіцяв бути,---,,Відсутній,,,05.01.2026
72,,,,,72,,3370,Обіцяв бути,---,,Відсутній,,,05.01.2026
73,,,,,73,,3388,Обіцяв бути,---,,Відсутній,,,05.01.2026
74,,,,,74,,3401,Обіцяв бути,---,,Відсутній,,,06.01.2026
75,,,,,75,,3419,Обіцяв бути,---,,Відсутній,,,06.01.2026
76,,,,,76,,3475,Обіцяв бути,---,,Відсутній,,,06.01.2026
77,,,,,77,,3479,Обіцяв бути,---,,Відсутній,,,06.01.2026
78,,,,,78,,3514,Обіцяв бути,---,,Відсутній,,,06.01.2026
79,,,,,79,,3516,Обіцяв бути,---,,Відсутній,,,06.01.2026
80,,,,,80,,3529,Обіцяв бути,---,,Відсутній,,,06.01.2026
81,,,,,81,,3558,Обіцяв бути,---,,Відсутній,,,06.01.2026
82,,,,,82,,3559,Обіцяв бути,---,,Відсутній,,,06.01.2026
83,,,,,83,,3567,Обіцяв бути,---,,Відсутній,,,06.01.2026
84,,,,,84,,3575,Обіцяв бути,---,,Відсутній,,,06.01.2026
85,,,,,85,,3589,Обіцяв бути,---,,Відсутній,,,07.01.2026
86,,,,,86,,3609,Обіцяв бути,---,,Відсутній,,,07.01.2026
87,,,,,87,,3615,Обіцяв бути,---,,Відсутній,,,07.01.2026
88,,,,,88,,3620,Обіцяв бути,---,,Відсутній,,,07.01.2026
89,,,,,89,,3653,Обіцяв бути,---,,Відсутній,,,07.01.2026
90,,,,,90,,3657,Обіцяв бути,---,,Відсутній,,,07.01.2026
91,,,,,91,,3682,Обіцяв бути,---,,Відсутній,,,07.01.2026
92,,,,,92,,3683,Обіцяв бути,---,,Відсутній,,,07.01.2026
93,,,,,93,,3717,Обіцяв бути,---,,Відсутній,,,07.01.2026
94,,,,,94,,3722,Обіцяв бути,---,,Відсутній,,,07.01.2026
95,,,,,95,,3733,Обіцяв бути,---,,Відсутній,,,07.01.2026
96,,,,,96,,3734,Обіцяв бути,---,,Відсутній,,,07.01.2026
97,,,,,97,,3747,Обіцяв бути,---,,Відсутній,,,08.01.2026
98,,,,,98,,3758,Обіцяв бути,---,,Відсутній,,,08.01.2026
99,,,,,99,,3770,Обіцяв бути,---,,Відсутній,,,08.01.2026
100,,,,,100,,3778,Обіцяв бути,---,,Відсутній,,,08.01.2026
101,,,,,101,,3796,Обіцяв бути,---,,Відсутній,,,08.01.2026
102,,,,,102,,3804,Обіцяв бути,---,,Відсутній,,,08.01.2026
103,,,,,103,,3838,Обіцяв бути,---,,Відсутній,,,08.01.2026
104,,,,,104,,3839,Обіцяв бути,---,,Відсутній,,,08.01.2026
105,,,,,105,,3855,Обіцяв бути,---,,Відсутній,,,08.01.2026
106,,,,,106,,3859,Обіцяв бути,---,,Відсутній,,,08.01.2026
107,,,,,107,,3865,Обіцяв бути,---,,Відсутній,,,08.01.2026
108,,,,,108,,3869,Обіцяв бути,---,,Відсутній,,,08.01.2026
109,,,,,109,,3875,Обіцяв бути,---,,Відсутній,,,08.01.2026
110,,,,,110,,3886,Обіцяв бути,---,,Відсутній,,,09.01.2026
111,,,,,111,,3887,Обіцяв бути,---,,Відсутній,,,09.01.2026
112,,,,,112,,3896,Обіцяв бути,---,,Відсутній,,,09.01.2026
113,,,,,113,,3902,Обіцяв бути,---,,Відсутній,,,09.01.2026
114,,,,,114,,3904,Обіцяв бути,---,,Відсутній,,,09.01.2026
115,,,,,115,,3909,Обіцяв бути,---,,Відсутній,,,09.01.2026
116,,,,,116,,3912,Обіцяв бути,---,,Відсутній,,,09.01.2026
117,,,,,117,,3917,Обіцяв бути,---,,Відсутній,,,09.01.2026
118,,,,,118,,3921,Обіцяв бути,---,,Відсутній,,,09.01.2026
119,,,,,119,,3927,Обіцяв бути,---,,Відсутній,,,09.01.2026
120,,,,,120,,3932,Обіцяв бути,---,,Відсутній,,,09.01.2026
121,,,,,121,,3947,Обіцяв бути,---,,Відсутній,,,09.01.2026
122,,,,,122,,3952,Обіцяв бути,---,,Відсутній,,,09.01.2026
123,,,,,123,,3953,Обіцяв бути,---,,Відсутній,,,12.01.2026
124,,,,,124,,3957,Обіцяв бути,---,,Відсутній,,,12.01.2026
125,,,,,125,,3961,Обіцяв бути,---,,Відсутній,,,12.01.2026
126,,,,,126,,3975,Обіцяв бути,---,,Відсутній,,,12.01.2026
127,,,,,127,,3977,Обіцяв бути,---,,Відсутній,,,12.01.2026
128,,,,,128,,3979,Обіцяв бути,---,,Відсутній,,,12.01.2026
129,,,,,129,,3985,Обіцяв бути,---,,Відсутній,,,12.01.2026
130,,,,,130,,3988,Обіцяв бути,---,,Відсутній,,,12.01.2026
131,,,,,131,,3989,Обіцяв бути,---,,Відсутній,,,12.01.2026
132,,,,,132,,3994,Обіцяв бути,---,,Відсутній,,,12.01.2026
133,,,,,133,,3997,Обіцяв бути,---,,Відсутній,,,12.01.2026
134,,,,,134,,4008,Обіцяв бути,---,,Відсутній,,,13.01.2026
135,,,,,135,,4015,Обіцяв бути,---,,Відсутній,,,13.01.2026
136,,,,,136,,4016,Обіцяв бути,---,,Відсутній,,,13.01.2026
137,,,,,137,,4019,Обіцяв бути,---,,Відсутній,,,13.01.2026
138,,,,,138,,4021,Обіцяв бути,---,,Відсутній,,,13.01.2026
139,,,,,139,,4026/1,Обіцяв бути,---,,Відсутній,,,13.01.2026
140,,,,,140,,4034,Обіцяв бути,---,,Відсутній,,,13.01.2026
141,,,,,141,,4040,Обіцяв бути,---,,Відсутній,,,13.01.2026
142,,,,,142,,4042,Обіцяв бути,---,,Відсутній,,,13.01.2026
143,,,,,143,,4046,Обіцяв бути,---,,Відсутній,,,13.01.2026
144,,,,,144,,4050,Обіцяв бути,---,,Відсутній,,,14.01.2026
145,,,,,145,,4054,Обіцяв бути,---,,Відсутній,,,14.01.2026
146,,,,,146,,4055,Обіцяв бути,---,,Відсутній,,,14.01.2026
147,,,,,147,,4056,Обіцяв бути,---,,Відсутній,,,14.01.2026
148,,,,,148,,4057,Обіцяв бути,---,,Відсутній,,,14.01.2026
149,,,,,149,,4058,Обіцяв бути,---,,Відсутній,,,14.01.2026
150,,,,,150,,4059,Обіцяв бути,---,,Відсутній,,,14.01.2026
151,,,,,151,,4060,Обіцяв бути,---,,Відсутній,,,14.01.2026
152,,,,,152,,4061,Обіцяв бути,---,,Відсутній,,,14.01.2026
153,,,,,153,,4064,Обіцяв бути,---,,Відсутній,,,14.01.2026
154,,,,,154,,4068,Обіцяв бути,---,,Відсутній,,,14.01.2026
155,,,,,155,,4073,Обіцяв бути,---,,Відсутній,,,14.01.2026
156,,,,,156,,4086,Обіцяв бути,---,,Відсутній,,,15.01.2026
157,,,,,157,,4091,Обіцяв бути,---,,Відсутній,,,15.01.2026
158,,,,,158,,4102,Обіцяв бути,---,,Відсутній,,,15.01.2026
159,,,,,159,,4106,Обіцяв бути,---,,Відсутній,,,15.01.2026
160,,,,,160,,4110,Обіцяв бути,---,,Відсутній,,,15.01.2026
161,,,,,161,,4120,Обіцяв бути,---,,Відсутній,,,15.01.2026
162,,,,,162,,4123,Обіцяв бути,---,,Відсутній,,,15.01.2026
163,,,,,163,,4131,Обіцяв бути,---,,Відсутній,,,15.01.2026
164,,,,,164,,4141,Обіцяв бути,---,,Відсутній,,,15.01.2026
165,,,,,165,,4145,Обіцяв бути,---,,Відсутній,,,15.01.2026
166,,,,,166,,4147,Обіцяв бути,---,,Відсутній,,,15.01.2026
167,,,,,167,,4151,Обіцяв бути,---,,Відсутній,,,15.01.2026
168,,,,,168,,4152,Обіцяв бути,---,,Відсутній,,,16.01.2026
169,,,,,169,,4153,Обіцяв бути,---,,Відсутній,,,16.01.2026
170,,,,,170,,4157,Обіцяв бути,---,,Відсутній,,,16.01.2026
171,,,,,171,,4158,Обіцяв бути,---,,Відсутній,,,16.01.2026
172,,,,,172,,4169,Обіцяв бути,---,,Відсутній,,,16.01.2026
173,,,,,173,,4172,Обіцяв бути,---,,Відсутній,,,16.01.2026
174,,,,,174,,4174,Обіцяв бути,---,,Відсутній,,,16.01.2026
175,,,,,175,,4180,Обіцяв бути,---,,Відсутній,,,16.01.2026
176,,,,,176,,4181,Обіцяв бути,---,,Відсутній,,,16.01.2026
177,,,,,177,,4182,Обіцяв бути,---,,Відсутній,,,16.01.2026
178,,,,,178,,4184,Обіцяв бути,---,,Відсутній,,,16.01.2026
179,,,,,179,,4187,Обіцяв бути,---,,Відсутній,,,19.01.2026
180,,,,,180,,4192,Обіцяв бути,---,,Відсутній,,,19.01.2026
181,,,,,181,,4194,Обіцяв бути,---,,Відсутній,,,19.01.2026
182,,,,,182,,4198,Обіцяв бути,---,,Відсутній,,,19.01.2026
183,,,,,183,,4199,Обіцяв бути,---,,Відсутній,,,19.01.2026
184,,,,,184,,4207,Обіцяв бути,---,,Відсутній,,,19.01.2026
185,,,,,185,,4208,Обіцяв бути,---,,Відсутній,,,19.01.2026
186,,,,,186,,4209,Обіцяв бути,---,,Відсутній,,,19.01.2026
187,,,,,187,,4211,Обіцяв бути,---,,Відсутній,,,19.01.2026
188,,,,,188,,4213,Обіцяв бути,---,,Відсутній,,,19.01.2026
189,,,,,189,,4214,Обіцяв бути,---,,Відсутній,,,19.01.2026
190,,,,,190,,4215,Обіцяв бути,---,,Відсутній,,,20.01.2026
191,,,,,191,,4217,Обіцяв бути,---,,Відсутній,,,20.01.2026
192,,,,,192,,4220,Обіцяв бути,---,,Відсутній,,,20.01.2026
193,,,,,193,,4221,Обіцяв бути,---,,Відсутній,,,20.01.2026
194,,,,,194,,4224,Обіцяв бути,---,,Відсутній,,,20.01.2026
195,,,,,195,,4225,Обіцяв бути,---,,Відсутній,,,20.01.2026
196,,,,,196,,4231,Обіцяв бути,---,,Відсутній,,,20.01.2026
197,,,,,197,,4239,Обіцяв бути,---,,Відсутній,,,20.01.2026
198,,,,,198,,4251,Обіцяв бути,---,,Відсутній,,,20.01.2026
199,,,,,199,,4255,Обіцяв бути,---,,Відсутній,,,20.01.2026
200,,,,,200,,4256,Обіцяв бути,---,,Відсутній,,,20.01.2026
201,,,,,201,,4258,Обіцяв бути,---,,Відсутній,,,21.01.2026
202,,,,,202,,4273,Обіцяв бути,---,,Відсутній,,,21.01.2026
203,,,,,203,,4282,Обіцяв бути,---,,Відсутній,,,21.01.2026
204,,,,,204,,4283,Обіцяв бути,---,,Відсутній,,,21.01.2026
205,,,,,205,,4284,Обіцяв бути,---,,Відсутній,,,21.01.2026
206,,,,,206,,4289,Обіцяв бути,---,,Відсутній,,,21.01.2026
207,,,,,207,,4292,Обіцяв бути,---,,Відсутній,,,21.01.2026
208,,,,,208,,4293,Обіцяв бути,---,,Відсутній,,,21.01.2026
209,,,,,209,,4299,Обіцяв бути,---,,Відсутній,,,21.01.2026
210,,,,,210,,4301,Обіцяв бути,---,,Відсутній,,,21.01.2026
211,,,,,211,,4306,Обіцяв бути,---,,Відсутній,,,21.01.2026
212,,,,,212,,4313,Обіцяв бути,---,,Відсутній,,,21.01.2026
213,,,,,213,,4315,Обіцяв бути,---,,Відсутній,,,21.01.2026
214,,,,,214,,4323,Обіцяв бути,---,,Відсутній,,,21.01.2026
215,,,,,215,,4326,Обіцяв бути,---,,Відсутній,,,21.01.2026
216,,,,,216,,4328,Обіцяв бути,---,,Відсутній,,,21.01.2026
217,,,,,217,,4333,Обіцяв бути,---,,Відсутній,,,21.01.2026
218,,,,,218,,4344,Обіцяв бути,---,,Відсутній,,,21.01.2026
219,,,,,219,,4352,Обіцяв бути,---,,Відсутній,,,21.01.2026
220,,,,,220,,4353,Обіцяв бути,---,,Відсутній,,,21.01.2026
221,,,,,221,,4356,Обіцяв бути,---,,Відсутній,,,21.01.2026
222,,,,,222,,4357,Обіцяв бути,---,,Відсутній,,,21.01.2026
223,,,,,223,,4358,Обіцяв бути,---,,Відсутній,,,21.01.2026
224,,,,,224,,4359,Обіцяв бути,---,,Відсутній,,,21.01.2026
225,,,,,225,,4360,Обіцяв бути,---,,Відсутній,,,21.01.2026
226,,,,,226,,4361,Обіцяв бути,---,,Відсутній,,,21.01.2026
227,,,,,227,,4363,Обіцяв бути,---,,Відсутній,,,21.01.2026
228,,,,,228,,4367,Обіцяв бути,---,,Відсутній,,,21.01.2026
229,,,,,229,,4369,Обіцяв бути,---,,Відсутній,,,21.01.2026
230,,,,,230,,4371,Обіцяв бути,---,,Відсутній,,,21.01.2026
231,,,,,231,,4373,Обіцяв бути,---,,Відсутній,,,21.01.2026
232,,,,,232,,4375,Обіцяв бути,---,,Відсутній,,,21.01.2026
233,,,,,233,,4378,Обіцяв бути,---,,Відсутній,,,21.01.2026
234,,,,,234,,4387,Обіцяв бути,---,,Відсутній,,,21.01.2026
235,,,,,235,,4391,Обіцяв бути,---,,Відсутній,,,21.01.2026
236,,,,,236,,4394,Обіцяв бути,---,,Відсутній,,,21.01.2026
237,,,,,237,,4395,Обіцяв бути,---,,Відсутній,,,21.01.2026
238,,,,,238,,4397,Обіцяв бути,---,,Відсутній,,,21.01.2026
239,,,,,239,,4401,Обіцяв бути,---,,Відсутній,,,21.01.2026
240,,,,,240,,4402,Обіцяв бути,---,,Відсутній,,,21.01.2026
241,,,,,241,,4403,Обіцяв бути,---,,Відсутній,,,21.01.2026
242,,,,,242,,4406,Обіцяв бути,---,,Відсутній,,,21.01.2026
243,,,,,243,,4407,Обіцяв бути,---,,Відсутній,,,21.01.2026
244,,,,,244,,4409,Обіцяв бути,---,,Відсутній,,,21.01.2026
245,,,,,245,,4412,Обіцяв бути,---,,Відсутній,,,21.01.2026
246,,,,,246,,4414,Обіцяв бути,---,,Відсутній,,,21.01.2026
247,,,,,247,,4417,Обіцяв бути,---,,Відсутній,,,21.01.2026
248,,,,,248,,4418,Обіцяв бути,---,,Відсутній,,,21.01.2026
249,,,,,249,,4421,Обіцяв бути,---,,Відсутній,,,21.01.2026
250,,,,,250,,4424,Обіцяв бути,---,,Відсутній,,,21.01.2026
251,,,,,251,,4434,Обіцяв бути,---,,Відсутній,,,21.01.2026
252,,,,,252,,4436,Обіцяв бути,---,,Відсутній,,,21.01.2026
253,,,,,253,,4437,Обіцяв бути,---,,Відсутній,,,21.01.2026
254,,,,,254,,4441,Обіцяв бути,---,,Відсутній,,,21.01.2026
255,,,,,255,,4443,Обіцяв бути,---,,Відсутній,,,21.01.2026
256,,,,,256,,4448,Обіцяв бути,---,,Відсутній,,,22.01.2026
257,,,,,257,,4455,Обіцяв бути,---,,Відсутній,,,22.01.2026
258,,,,,258,,4457,Обіцяв бути,---,,Відсутній,,,22.01.2026
259,,,,,259,,4459,Обіцяв бути,---,,Відсутній,,,22.01.2026
260,,,,,260,,4463,Обіцяв бути,---,,Відсутній,,,22.01.2026
261,,,,,261,,4469,Обіцяв бути,---,,Відсутній,,,22.01.2026
262,,,,,262,,4470,Обіцяв бути,---,,Відсутній,,,22.01.2026
263,,,,,263,,4472,Обіцяв бути,---,,Відсутній,,,22.01.2026
264,,,,,264,,4473,Обіцяв бути,---,,Відсутній,,,22.01.2026
265,,,,,265,,4474,Обіцяв бути,---,,Відсутній,,,22.01.2026
266,,,,,266,,4476,Обіцяв бути,---,,Відсутній,,,22.01.2026
267,,,,,267,,4477,Обіцяв бути,---,,Відсутній,,,22.01.2026
268,,,,,268,,4479,Обіцяв бути,---,,Відсутній,,,22.01.2026
269,,,,,269,,4480,Обіцяв бути,---,,Відсутній,,,22.01.2026
270,,,,,270,,4483,Обіцяв бути,---,,Відсутній,,,22.01.2026
271,,,,,271,,4491,Обіцяв бути,---,,Відсутній,,,22.01.2026
272,,,,,272,,4492,Обіцяв бути,---,,Відсутній,,,22.01.2026
273,,,,,273,,4494,Обіцяв бути,---,,Відсутній,,,22.01.2026
274,,,,,274,,4495,Обіцяв бути,---,,Відсутній,,,22.01.2026
275,,,,,275,,4496,Обіцяв бути,---,,Відсутній,,,22.01.2026
276,,,,,276,,4500,Обіцяв бути,---,,Відсутній,,,22.01.2026
277,,,,,277,,4505,Обіцяв бути,---,,Відсутній,,,22.01.2026
278,,,,,278,,4506,Обіцяв бути,---,,Відсутній,,,23.01.2026
279,,,,,279,,4510,Обіцяв бути,---,,Відсутній,,,23.01.2026
280,,,,,280,,4512,Обіцяв бути,---,,Відсутній,,,23.01.2026
281,,,,,281,,4517,Обіцяв бути,---,,Відсутній,,,23.01.2026
282,,,,,282,,4529,Обіцяв бути,---,,Відсутній,,,23.01.2026
283,,,,,283,,4532,Обіцяв бути,---,,Відсутній,,,26.01.2026
284,,,,,284,,4538,Обіцяв бути,---,,Відсутній,,,26.01.2026
285,,,,,285,,4547,Обіцяв бути,---,,Відсутній,,,26.01.2026
286,,,,,286,,4549,Обіцяв бути,---,,Відсутній,,,26.01.2026
287,,,,,287,,4550,Обіцяв бути,---,,Відсутній,,,26.01.2026
288,,,,,288,,4552,Обіцяв бути,---,,Відсутній,,,26.01.2026
289,,,,,289,,4554,Обіцяв бути,---,,Відсутній,,,26.01.2026
290,,,,,290,,4555,Обіцяв бути,---,,Відсутній,,,26.01.2026
291,,,,,291,,4560,Обіцяв бути,---,,Відсутній,,,26.01.2026
292,,,,,292,,4567,Обіцяв бути,---,,Відсутній,,,26.01.2026
293,,,,,293,,4571,Обіцяв бути,---,,Відсутній,,,26.01.2026
294,,,,,294,,4572,Обіцяв бути,---,,Відсутній,,,26.01.2026
295,,,,,295,,4573,Обіцяв бути,---,,Відсутній,,,26.01.2026
296,,,,,296,,4574,Обіцяв бути,---,,Відсутній,,,26.01.2026
297,,,,,297,,4575,Обіцяв бути,---,,Відсутній,,,26.01.2026
298,,,,,298,,4577,Обіцяв бути,---,,Відсутній,,,27.01.2026
299,,,,,299,,4583,Обіцяв бути,---,,Відсутній,,,27.01.2026
300,,,,,300,,4589,Обіцяв бути,---,,Відсутній,,,27.01.2026
301,,,,,301,,4590,Обіцяв бути,---,,Відсутній,,,27.01.2026
302,,,,,302,,4597,Обіцяв бути,---,,Відсутній,,,27.01.2026
303,,,,,303,,4598,Обіцяв бути,---,,Відсутній,,,27.01.2026
304,,,,,304,,4600,Обіцяв бути,---,,Відсутній,,,27.01.2026
305,,,,,305,,4605,Обіцяв бути,---,,Відсутній,,,27.01.2026
306,,,,,306,,4606,Обіцяв бути,---,,Відсутній,,,27.01.2026
307,,,,,307,,4608,Обіцяв бути,---,,Відсутній,,,27.01.2026
308,,,,,308,,4609,Обіцяв бути,---,,Відсутній,,,27.01.2026
309,,,,,309,,4610,Обіцяв бути,---,,Відсутній,,,27.01.2026
310,,,,,310,,4611,Обіцяв бути,---,,Відсутній,,,27.01.2026
311,,,,,311,,4613,Обіцяв бути,---,,Відсутній,,,27.01.2026
312,,,,,312,,4614,Обіцяв бути,---,,Відсутній,,,27.01.2026
313,,,,,313,,4617,Обіцяв бути,---,,Відсутній,,,27.01.2026
314,,,,,314,,4622,Обіцяв бути,---,,Відсутній,,,28.01.2026
315,,,,,315,,4629,Обіцяв бути,---,,Відсутній,,,28.01.2026
316,,,,,316,,4635,Обіцяв бути,---,,Відсутній,,,28.01.2026
317,,,,,317,,4636,Обіцяв бути,---,,Відсутній,,,28.01.2026
318,,,,,318,,4637,Обіцяв бути,---,,Відсутній,,,28.01.2026
319,,,,,319,,4643,Обіцяв бути,---,,Відсутній,,,29.01.2026
320,,,,,320,,4661,Обіцяв бути,---,,Відсутній,,,29.01.2026
