"252 кабінет. Первинна черга. 
Приблизний список тих хто обіцяв бути присутнім на основі онлайн переклички в Telegram."
Попередній прийом:,,09.10.2025 (08:30 - 14:00),,,Поточний прийом:,,10.10.2025 (08:30 - 14:00)
№,"ID
(номер первинної черги)",Статус,Примітки,,№,Примітки,"ID
(номер первинної черги)",Статус,"Записаний
в TODO ?",,Перевірка,Примітки,"ID
(номер первинної черги)"
1,3177,Зайшов,,,1,,3302,Відклав візит,23.12.2025,,Записаний 358,п.8,3464
2,3204,Зайшов,,,2,,3359,Обіцяв бути,---,,Немає,п.8,3492
3,3445,Зайшов,,,3,,3372,Обіцяв бути,---,,Немає,п.8,3503
4,3464,Не з'явився,п.8,,4,остання спроба,3464,Обіцяв бути,---,,Попередній 4,п.8,3537
5,3482,Зайшов,,,5,остання спроба,3492,Обіцяв бути,---,,Попередній 6,п.8,3561
6,3492,Не з'явився,п.8,,6,остання спроба,3503,Обіцяв бути,---,,Попередній 9,п.8,3597
7,3499,Не з'явився,в кінець черги,,7,,3527,Обіцяв бути,---,,Немає,п.8,3604
8,3501,Не з'явився,в кінець черги,,8,остання спроба,3537,Обіцяв бути,---,,Попередній 12,,3608
9,3503,Не з'явився,п.8,,9,остання спроба,3561,Обіцяв бути,---,,Попередній 15,,3647
10,3504,Не з'явився,в кінець черги,,10,,3565,Обіцяв бути,---,,Немає,,3654
11,3528,Не з'явився,в кінець черги,,11,остання спроба,3597,Обіцяв бути,---,,Попередній 16,,3656
12,3537,Не з'явився,п.8,,12,остання спроба,3604,Обіцяв бути,---,,Попередній 18,,3659
13,3542,Зайшов,,,13,,3608,Обіцяв бути,---,,Попередній 20,,3660
14,3556,Зайшов,,,14,,3647,Обіцяв бути,---,,Попередній 21,,3672
15,3561,Не з'явився,п.8,,15,,3654,Обіцяв бути,---,,Попередній 22,,3692
16,3597,Не з'явився,п.8,,16,,3656,Обіцяв бути,---,,Попередній 23,,3694
17,3598,Зайшов,,,17,,3659,Обіцяв бути,---,,Попередній 24,,3695
18,3604,Не з'явився,п.8,,18,,3660,Обіцяв бути,---,,Попередній 25,,3696
19,3605,Зайшов,,,19,,3672,Обіцяв бути,---,,Попередній 26,,3704
20,3608,Не з'явився,,,20,,3692,Обіцяв бути,---,,Попередній 27,,3709
21,3647,Не з'явився,,,21,,3693,Обіцяв бути,---,,Немає,,3712
22,3654,Не з'явився,,,22,,3694,Обіцяв бути,---,,Попередній 28,,3714
23,3656,Не з'явився,,,23,,3695,Обіцяв бути,---,,Попередній 29,,3716
24,3659,Не з'явився,,,24,,3696,Обіцяв бути,---,,Попередній 30,,3719
25,3660,Не з'явився,,,25,,3704,Обіцяв бути,---,,Попередній 31,,3724
26,3672,Не з'явився,,,26,,3709,Обіцяв бути,---,,Попередній 33,,3727
27,3692,Не з'явився,,,27,,3712,Обіцяв бути,---,,Попередній 34,,3744
28,3694,Не з'явився,,,28,,3714,Обіцяв бути,---,,Попередній 35,,3762
29,3695,Не з'явився,,,29,,3716,Обіцяв бути,---,,Попередній 36,,3763
30,3696,Не з'явився,,,30,,3719,Обіцяв бути,---,,Попередній 37,,3765
31,3704,Не з'явився,,,31,,3724,Обіцяв бути,---,,Попередній 38,,3766
32,3706,Зайшов (за живою чергою),,,32,,3727,Обіцяв бути,---,,Попередній 39,,3772
33,3709,Не з'явився,,,33,,3744,Обіцяв бути,---,,Попередній 41,,3776
34,3712,Не з'явився,,,34,,3750,Обіцяв бути,---,,Немає,,3777
35,3714,Не з'явився,,,35,,3756,Обіцяв бути,---,,Немає,,3791
36,3716,Не з'явився,,,36,,3762,Обіцяв бути,---,,Попередній 43,,3792
37,3719,Не з'явився,,,37,,3763,Обіцяв бути,---,,Попередній 44,,3794
38,3724,Не з'явився,,,38,,3765,Обіцяв бути,---,,Попередній 45,,3795
39,3727,Не з'явився,,,39,,3766,Обіцяв бути,---,,Попередній 46,,3819
40,3742,Зайшов (за живою чергою),,,40,,3772,Обіцяв бути,---,,Попередній 48,,3820
41,3744,Не з'явився,,,41,,3776,Обіцяв бути,---,,Попередній 49,,3823
42,3746,Зайшов (за живою чергою),,,42,,3777,Обіцяв бути,---,,Попередній 50,,3838
43,3762,Не зайшов,,,43,,3791,Обіцяв бути,---,,Попередній 51,,3850
44,3763,Не зайшов,,,44,,3792,Обіцяв бути,---,,Попередній 52,,3858
45,3765,Не зайшов,,,45,,3794,Обіцяв бути,---,,Попередній 53,,3873
46,3766,Не зайшов,,,46,,3795,Обіцяв бути,---,,Попередній 54,,3879
47,3770,Відклав візит,,,47,,3806,Обіцяв бути,---,,Немає,,3900
48,3772,Не зайшов,,,48,,3809,Обіцяв бути,---,,Немає,,3918
49,3776,Не зайшов,,,49,,3816,Обіцяв бути,---,,Немає,,3926
50,3777,Не зайшов,,,50,,3817,Обіцяв бути,---,,Немає,,3929
51,3791,Не зайшов,,,51,,3819,Обіцяв бути,---,,Попередній 56,,3930
52,3792,Не зайшов,,,52,,3820,Обіцяв бути,---,,Попередній 57,,3934
53,3794,Не зайшов,,,53,,3823,Обіцяв бути,---,,Попередній 58,,3935
54,3795,Не зайшов,,,54,,3838,Обіцяв бути,---,,Попередній 59,,3944
55,3797,Відклав візит,,,55,,3850,Обіцяв бути,---,,Попередній 60,,3964
56,3819,Не зайшов,,,56,,3858,Обіцяв бути,---,,Попередній 61,,3967
57,3820,Не зайшов,,,57,,3873,Обіцяв бути,---,,Попередній 62,,4000
58,3823,Не зайшов,,,58,,3879,Обіцяв бути,---,,Попередній 63,,4001
59,3838,Не зайшов,,,59,,3886,Обіцяв бути,---,,Немає,,4011
60,3850,Не зайшов,,,60,,3900,Обіцяв бути,---,,Попередній 64,,4015
61,3858,Не зайшов,,,61,,3908,Обіцяв бути,---,,Немає,,4019
62,3873,Не зайшов,,,62,,3918,Обіцяв бути,---,,Попередній 65,,4073
63,3879,Не зайшов,,,63,,3926,Обіцяв бути,---,,Попередній 66,,4075
64,3900,Не зайшов,,,64,,3929,Обіцяв бути,---,,Попередній 67,,4077
65,3918,Не зайшов,,,65,,3930,Обіцяв бути,---,,Попередній 68,,4086
66,3926,Не зайшов,,,66,,3934,Обіцяв бути,---,,Попередній 69,,4090
67,3929,Не зайшов,,,67,,3935,Обіцяв бути,---,,Попередній 70,,4092
68,3930,Не зайшов,,,68,,3944,Обіцяв бути,---,,Попередній 71,,4099
69,3934,Не зайшов,,,69,,3951,Відклав візит,10.12.2025,,Записаний 103,,4120
70,3935,Не зайшов,,,70,,3964,Обіцяв бути,---,,Попередній 72,,4137
71,3944,Не зайшов,,,71,,3967,Обіцяв бути,---,,Попередній 73
72,3964,Не зайшов,,,72,,4000,Обіцяв бути,---,,Попередній 74
73,3967,Не зайшов,,,73,,4001,Обіцяв бути,---,,Попередній 75
74,4000,Не зайшов,,,74,,4011,Обіцяв бути,---,,Попередній 76
75,4001,Не зайшов,,,75,,4015,Обіцяв бути,---,,Попередній 77
76,4011,Не зайшов,,,76,,4019,Обіцяв бути,---,,Попередній 78
77,4015,Не зайшов,,,77,,4073,Обіцяв бути,---,,Попередній 79
78,4019,Не зайшов,,,78,,4075,Обіцяв бути,---,,Попередній 80
79,4073,Не зайшов,,,79,,4077,Обіцяв бути,---,,Попередній 81
80,4075,Не зайшов,,,80,,4086,Обіцяв бути,---,,Попередній 83
81,4077,Не зайшов,,,81,,4090,Обіцяв бути,---,,Попередній 84
82,4078,Відклав візит,,,82,,4092,Обіцяв бути,---,,Попередній 85
83,4086,Не зайшов,,,83,,4099,Обіцяв бути,---,,Попередній 87
84,4090,Не зайшов,,,84,,4120,Обіцяв бути,---,,Попередній 90
85,4092,Не зайшов,,,85,,4135,Відклав візит,08.12.2025,,Записаний 44
86,4093,Відклав візит,,,86,,4136,Обіцяв бути,---,,Немає
87,4099,Не зайшов,,,87,,4137,Обіцяв бути,---,,Попередній 91
88,4106,Зайшов (за живою чергою),лікар,,88,,4144,Обіцяв бути,---,,Немає
89,4112,Відклав візит,,,89,,4158,Обіцяв бути,---,,Немає
90,4120,Не зайшов,,,90,,,,,,Немає
91,4137,Не зайшов,,,91,,,,,,Немає
92,,,,,92,,,,,,Немає
93,,,,,93,,,,,,Немає
94,,,,,94,,,,,,Немає
95,,,,,95,,,,,,Немає
96,,,,,96,,,,,,Немає
97,,,,,97,,,,,,Немає
98,,,,,98,,,,,,Немає
99,,,,,99,,,,,,Немає
100,,,,,100,,,,,,Немає
101,,,,,101,,,,,,Немає
102,,,,,102,,,,,,Немає
103,,,,,103,,,,,,Немає
104,,,,,104,,,,,,Немає
105,,,,,105,,,,,,Немає
106,,,,,106,,,,,,Немає
107,,,,,107,,,,,,Немає
108,,,,,108,,,,,,Немає
109,,,,,109,,,,,,Немає
110,,,,,110,,,,,,Немає
111,,,,,111,,,,,,Немає
112,,,,,112,,,,,,Немає
113,,,,,113,,,,,,Немає
114,,,,,114,,,,,,Немає
115,,,,,115,,,,,,Немає
116,,,,,116,,,,,,Немає
117,,,,,117,,,,,,Немає
118,,,,,118,,,,,,Немає
119,,,,,119,,,,,,Немає
120,,,,,120,,,,,,Немає
121,,,,,121,,,,,,Немає
122,,,,,122,,,,,,Немає
123,,,,,123,,,,,,Немає
124,,,,,124,,,,,,Немає
125,,,,,125,,,,,,Немає
126,,,,,126,,,,,,Немає
127,,,,,127,,,,,,Немає
128,,,,,128,,,,,,Немає
129,,,,,129,,,,,,Немає
130,,,,,130,,,,,,Немає
131,,,,,131,,,,,,Немає
132,,,,,132,,,,,,Немає
133,,,,,133,,,,,,Немає
134,,,,,134,,,,,,Немає
135,,,,,135,,,,,,Немає
136,,,,,136,,,,,,Немає
137,,,,,137,,,,,,Немає
138,,,,,138,,,,,,Немає
139,,,,,139,,,,,,Немає
140,,,,,140,,,,,,Немає
141,,,,,141,,,,,,Немає
142,,,,,142,,,,,,Немає
143,,,,,143,,,,,,Немає
144,,,,,144,,,,,,Немає
145,,,,,145,,,,,,Немає
146,,,,,146,,,,,,Немає
147,,,,,147,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
,,,,,,,,,,,Немає
